title,document_type,field,intended_author,usable_for_generation,authority_level,issuing_authority,source_url,publish_date,retrieved_at,local_path,source_status,notes
专项法律意见书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/专项法律意见书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
律师见证书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/律师见证书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
律师声明,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/律师声明.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
尽职调查报告,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会业务文章/指引线索,https://2019.acla.org.cn/info/b8441f86f9b341af861129509eb895aa,2022-02-23,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/尽职调查报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
法律尽职调查清单,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会业务文章/指引线索,https://2019.acla.org.cn/info/b8441f86f9b341af861129509eb895aa,2022-02-23,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/法律尽职调查清单.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合同审查意见,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合同审查意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合同修改说明,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合同修改说明.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合同风险提示函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合同风险提示函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合规审查意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合规审查意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
数据合规审查意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/数据合规审查意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
劳动用工合规意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/劳动用工合规意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
公司治理法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/公司治理法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
股权架构法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/股权架构法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
投融资法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/投融资法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
并购法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/并购法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
破产重整法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/破产重整法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
代理词,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/代理词.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
辩护词,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/辩护词.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
质证意见,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/质证意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
举证意见,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/举证意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
证据目录,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/证据目录.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
证据说明,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/证据说明.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
庭审提纲,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/庭审提纲.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
发问提纲,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/发问提纲.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
交叉询问提纲,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/交叉询问提纲.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
类案检索报告,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/类案检索报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
法律检索报告,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/法律检索报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
案件分析备忘录,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/案件分析备忘录.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
诉讼策略备忘录,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/诉讼策略备忘录.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
风险评估报告,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/风险评估报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
诉讼可视化时间线,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/诉讼可视化时间线.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
争议焦点归纳,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/争议焦点归纳.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
裁判规则摘要,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/裁判规则摘要.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
委托代理合同附件,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/委托代理合同附件.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
授权委托书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/授权委托书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
客户访谈笔录,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/客户访谈笔录.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
律师谈话笔录,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/律师谈话笔录.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
风险告知书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/风险告知书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
利益冲突审查表,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/利益冲突审查表.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
材料交接清单,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/材料交接清单.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
工作计划,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/工作计划.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
工作日志,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/工作日志.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
项目进度报告,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/项目进度报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
结案报告,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/结案报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
法律服务成果交付清单,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/法律服务成果交付清单.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
劳动仲裁申请书,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-劳动仲裁申请书.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
劳动仲裁答辩书,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-劳动仲裁答辩书.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
确认劳动关系申请书,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-确认劳动关系申请书.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
违法解除劳动合同赔偿申请,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-违法解除劳动合同赔偿申请.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
工伤待遇争议申请,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-工伤待遇争议申请.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
加班费争议申请,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-加班费争议申请.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
竞业限制纠纷申请,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-竞业限制纠纷申请.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
社会保险待遇争议申请,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-社会保险待遇争议申请.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
劳动仲裁证据目录,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-劳动仲裁证据目录.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
仲裁代理意见,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-仲裁代理意见.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
劳动争议调解申请书,劳动人事争议仲裁文书起草指南,labor,party,false,A,人力资源和社会保障部相关平台,https://chinajob.mohrss.gov.cn/h5/c/2022-07-15/356204.shtml,2022-07-15,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/labor-劳动争议调解申请书.md,guide_collected,已检索来源：劳动人事争议仲裁办案规则。该文件为规则依据，不是统一模板。
仲裁申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/8324,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁申请书.md,official_reference_only,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
仲裁答辩书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁答辩书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
仲裁反请求申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁反请求申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
仲裁财产保全申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁财产保全申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
仲裁证据保全申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁证据保全申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
仲裁管辖异议书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁管辖异议书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
仲裁代理词,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/仲裁代理词.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
撤回仲裁申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/撤回仲裁申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
申请撤销仲裁裁决申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/申请撤销仲裁裁决申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
申请确认仲裁协议效力申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/申请确认仲裁协议效力申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
申请执行仲裁裁决申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/申请执行仲裁裁决申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
申请不予执行仲裁裁决申请书,商事仲裁文书起草指南,arbitration,party,false,A,中国国际经济贸易仲裁委员会,https://www.cietac.org/articles/25022,2024-01-01,2026-05-02,skills/legal-document-drafting/references/arbitration_guides/申请不予执行仲裁裁决申请书.md,guide_collected,已检索来源：中国国际经济贸易仲裁委员会仲裁规则或仲裁申请书示范文本。需结合具体仲裁机构规则复核。
